"","CODIGO","DISTRITO","DEPARTAMENTO","MUNICIPIO","ESTABLECIMIENTO","DIRECCION","TELEFONO","SUPERVISOR","DIRECTOR","NIVEL","SECTOR","AREA","STATUS","MODALIDAD","JORNADA","PLAN","DEPARTAMENTAL","CODIGO_DEPARTAMENTO"
"1271","00-01-9187-46","01-403","CIUDAD CAPITAL","ZONA 1","LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA","9A. CALLE 0-39","52331784","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1272","00-01-9192-46","01-627","CIUDAD CAPITAL","ZONA 1","LICEO MIXTO EN COMPUTACION MONTELIMAR","10 AVENIDA 11-27","22517687","ISAURA AMPARO RECINOS CARRILLO","GUILLERMO CASTILLO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1273","00-01-9195-46","01-307","CIUDAD CAPITAL","ZONA 1","LICEO EN COMPUTACION DEL VALLE","10 AV. 10-72","22201783","NORMA ARACELY PALOMO FRANCO DE DIAZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1274","00-01-9197-46","01-401","CIUDAD CAPITAL","ZONA 1","LICEO EN COMPUTACION 'DEL VALLE'","10 AV. 10-72","22201783","LILIAN DINORA PEREZ LOPEZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1275","00-01-9198-46","01-401","CIUDAD CAPITAL","ZONA 1","LICEO EN COMPUTACION 'DEL VALLE'","10 AV. 10-72","22201783","LILIAN DINORA PEREZ LOPEZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1276","00-01-9208-46","01-312","CIUDAD CAPITAL","ZONA 1","LICEO DE INFORMATICA Y CIENCIAS COMERCIALES","4A. AVENIDA 17-55","22321726","AMADO SALOMON FLORES PEREZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1277","00-01-9223-46","01-403","CIUDAD CAPITAL","ZONA 1","COLEGIO MIXTO EN COMPUTACION IMANOL","10AV. 1-22","22201030","CARLOS HUMBERTO GONZALEZ DE LEON","JULIA HAYDEE MONTERROSO RAMOS DE REYES","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1278","00-01-9229-46","01-316","CIUDAD CAPITAL","ZONA 1","COLEGIO DE COMPUTACION Y SISTEMAS ELECTRONICOS","9A. AVENIDA 12-73","22510252","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1279","00-01-9251-46","01-312","CIUDAD CAPITAL","ZONA 1","LICEO SAN FRANCISCO DE BORJA","8A. AV. 3-50","22533791","AMADO SALOMON FLORES PEREZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1280","00-01-9258-46","01-403","CIUDAD CAPITAL","ZONA 1","CENTRO TECNOLOGICO DE COMPUTACION LA MERCED","5A. CALLE 10-22","22325857","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1281","00-01-9289-46","01-204","CIUDAD CAPITAL","ZONA 1","INSTITUTO TECNOLOGICO DE INVESTIGACION AVANZADA","6A. CALLE 2-12 ZONA 1","22382256","ALFREDO NOHELI TEMAJ MORALES",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1282","00-01-9291-46","01-402","CIUDAD CAPITAL","ZONA 1","INSTITUTO TECNOLOGICO DE INVESTIGACION AVANZADA","6A. CALLE 2-17 ZONA 1","22382256","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1283","00-01-9326-46","01-303","CIUDAD CAPITAL","ZONA 1","CENTRO EDUCATIVO LICEO EVANGELICO CAMINO Y VERDAD","9A. CALLE 3-53","22329759","CLAUDIA PATRICIA RUIZ CASASOLA DE ESTRADA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1284","00-01-9359-46","01-403","CIUDAD CAPITAL","ZONA 1","CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION","2A. CALLE 10-77","22384425","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1285","00-01-9360-46","01-403","CIUDAD CAPITAL","ZONA 1","COLEGIO MIXTO EN COMPUTACION IMANOL","10A. AVENIDA 1-22","22201030","CARLOS HUMBERTO GONZALEZ DE LEON","JULIA HAYDEE MONTERROSO RAMOS DE REYES","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1286","00-01-9378-46","01-627","CIUDAD CAPITAL","ZONA 1","COLEGIO PRACTICO SECRETARIAL","4A. CALLE 0-35","22328643","ISAURA AMPARO RECINOS CARRILLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1287","00-01-9381-46","01-403","CIUDAD CAPITAL","ZONA 1","INSTITUTO MIXTO MIGUEL DE CERVANTES","2A. CALLE 9-81","24593860","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1288","00-01-9384-46","01-319","CIUDAD CAPITAL","ZONA 1","COLEGIO MIXTO EN COMPUTACION 'IMANOL'","10A. AVENIDA 1-22","22537837","ISAURA AMPARO RECINOS CARRILLO",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1289","00-01-9387-46","01-403","CIUDAD CAPITAL","ZONA 1","LICEO MIXTO CIENCIAS SECRETARIALES","4A. AV. 4-12","22380855","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1290","00-01-9452-46","01-627","CIUDAD CAPITAL","ZONA 1","LICEO DE COMPUTACION C.S.S.","11 CALLE 9-62","22517771","ISAURA AMPARO RECINOS CARRILLO",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1291","00-01-9454-46","01-307","CIUDAD CAPITAL","ZONA 1","COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION C.F.P.C.","15AV. 2-63","22501016","NORMA ARACELY PALOMO FRANCO DE DIAZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1292","00-01-9455-46","01-403","CIUDAD CAPITAL","ZONA 1","COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION C.F.P.C.","15AV. 2-63","22501016","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1293","00-01-9464-46","01-627","CIUDAD CAPITAL","ZONA 1","INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACION","3A. CALLE 3-59","22381161","ISAURA AMPARO RECINOS CARRILLO","DELFINO HERIBERTO HERNANDEZ CASTILLO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1294","00-01-9466-46","01-312","CIUDAD CAPITAL","ZONA 1","COLEGIO ANGLO GUATEMALTECO","6A. CALLE 0-27","22921172","AMADO SALOMON FLORES PEREZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1295","00-01-9468-46","01-403","CIUDAD CAPITAL","ZONA 1","COLEGIO 'VALVERDE'","5A. CALLE 5-14","22093200","CARLOS HUMBERTO GONZALEZ DE LEON","LESLIE ROCKSANDA CHONG VARELA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1296","00-01-9469-46","01-307","CIUDAD CAPITAL","ZONA 1","LICEO MIXTO BECKET","10A AVENIDA 04-36","22302737","NORMA ARACELY PALOMO FRANCO DE DIAZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1297","00-01-9470-46","01-317","CIUDAD CAPITAL","ZONA 1","LICEO HISPANOAMERICANO","1ERA. AV. 7-12","22381342","MARIANO DOMINGO ESTRADA TELETOR",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1298","00-01-9471-46","01-403","CIUDAD CAPITAL","ZONA 1","LICEO HISPANOAMERICANO","1ERA. AV. 7-12 ZONA 1","22381342","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1299","00-01-9475-46","01-403","CIUDAD CAPITAL","ZONA 1","LICEO HISPANOAMERICANO","1ERA. AV. 7-12","22381342","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1300","00-01-9478-46","01-402","CIUDAD CAPITAL","ZONA 1","INSTITUTO DE DIBUJO Y PUBLICIDAD","14 CALLE 10-15",NA,"CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1301","00-01-9513-46","01-310","CIUDAD CAPITAL","ZONA 1","ESCUELA DE ESTUDIOS PENITENCIARIOS","7A. CALLE 10-52","51609883","ALMA SALGUERO DE SALAZAR",NA,"DIVERSIFICADO","OFICIAL","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1302","00-01-9561-46","01-307","CIUDAD CAPITAL","ZONA 1","COLEGIO MIXTO EN COMPUTACION IMANOL","10A. AVENIDA 1-22","22201030","NORMA ARACELY PALOMO FRANCO DE DIAZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1303","00-01-9563-46","01-403","CIUDAD CAPITAL","ZONA 1","LICEO JUAN MANTOVANI","12 CALLE 2-45","22519398","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1304","00-01-9594-46","01-307","CIUDAD CAPITAL","ZONA 1","LICEO TECNÓLOGICO MAYA DE GUATEMALA","9A. CALLE 3-72","22322025","NORMA ARACELY PALOMO FRANCO DE DIAZ","JOSE MARIO LIMA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1305","00-01-9595-46","01-307","CIUDAD CAPITAL","ZONA 1","LICEO TECNÓLOGICO MAYA DE GUATEMALA","9A. CALLE 3-72","22322025","NORMA ARACELY PALOMO FRANCO DE DIAZ","JOSE MARIO LIMA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1306","00-01-9600-46","01-403","CIUDAD CAPITAL","ZONA 1","LICEO REGIOMONTANO","9A. CALLE 2-64","22202670","CARLOS HUMBERTO GONZALEZ DE LEON","VIVIAN LIZBET MORALES GIRON DE POSADAS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1307","00-01-9615-46","01-628","CIUDAD CAPITAL","ZONA 1","LICEO DE COMPUTACION SIGLO 21 NO.2","11 AVENIDA 9-53","22321938","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","GUATEMALA NORTE","5"
"1308","00-01-9616-46","01-628","CIUDAD CAPITAL","ZONA 1","LICEO DE COMPUTACION SIGLO 21 NO.2","11 AVENIDA 9-53","22321938","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","GUATEMALA NORTE","5"
"1309","00-01-9622-46","01-403","CIUDAD CAPITAL","ZONA 1","LICEO DE COMPUTACION SIGLO 21","12 AVENIDA 13-67","22513852","CARLOS HUMBERTO GONZALEZ DE LEON","JOSE ANTONIO ARGUETA RECINOS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","GUATEMALA NORTE","5"
"1310","00-01-9635-46","01-312","CIUDAD CAPITAL","ZONA 1","CENTRO DE ESTUDIOS PREUNIVERSITARIOS DR. BUCHNER","3A. AVENIDA 14-56",NA,"AMADO SALOMON FLORES PEREZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1311","00-01-9639-46","01-312","CIUDAD CAPITAL","ZONA 1","CENTRO DE ESTUDIOS PREUNIVERSITARIOS 'DR. BUCHNER'","3A. AVENIDA 14-56 ZONA 1",NA,"AMADO SALOMON FLORES PEREZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1312","00-01-9646-46","01-403","CIUDAD CAPITAL","ZONA 1","COLEGIO TECNICO RENOIR","3A. AVENIDA 6-10","22327654","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1313","00-01-9665-46","01-318","CIUDAD CAPITAL","ZONA 1","COLEGIO TECNOLOGICO EMPRESARIAL","11 AVENIDA 9-12","22203383","LESLIE AZUCENA MONZON TECUN","JUSTO MANUEL ESTRADA VALDEZ","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1314","00-01-9667-46","01-403","CIUDAD CAPITAL","ZONA 1","LICEO HISPANOAMERICANO","1A. AVENIDA 7-12","22518774","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","GUATEMALA NORTE","5"
"1315","00-01-9668-46","01-317","CIUDAD CAPITAL","ZONA 1","LICEO HISPANOAMERICANO","1A. AVENIDA 7-12","22381342","MARIANO DOMINGO ESTRADA TELETOR",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1316","00-01-9688-46","01-312","CIUDAD CAPITAL","ZONA 1","COLEGIO PREUNIVERSITARIO DEL CENTRO HISTORICO","3A. AVENIDA 14-56",NA,"AMADO SALOMON FLORES PEREZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1317","00-01-9690-46","01-403","CIUDAD CAPITAL","ZONA 1","COLEGIO LA VERDAD","7A. AVENIDA 3-75","22329759","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1318","00-01-9694-46","01-627","CIUDAD CAPITAL","ZONA 1","LICEO DE COMPUTACION SIGLO 21 NO.3","13 CALLE 9-60","22211863","ISAURA AMPARO RECINOS CARRILLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1319","00-01-9699-46","01-312","CIUDAD CAPITAL","ZONA 1","COLEGIO DEL CENTRO HISTORICO","3A. AVENIDA 14-56","22325513","AMADO SALOMON FLORES PEREZ",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1320","00-01-9709-46","01-627","CIUDAD CAPITAL","ZONA 1","COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA","4A. AVENIDA 3-64","22382723","ISAURA AMPARO RECINOS CARRILLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1321","00-01-9710-46","01-627","CIUDAD CAPITAL","ZONA 1","COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA","4A. AVENIDA 3-64","22382723","ISAURA AMPARO RECINOS CARRILLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1322","00-01-9712-46","01-312","CIUDAD CAPITAL","ZONA 1","COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA","4A. AVENIDA 3-64","22382723","AMADO SALOMON FLORES PEREZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1323","00-01-9718-46","01-403","CIUDAD CAPITAL","ZONA 1","LICEO GIORDANO BRUNO","3A. AVENIDA 13-49","22305411","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1324","00-01-9719-46","01-312","CIUDAD CAPITAL","ZONA 1","LICEO GIORDANO BRUNO","3A. AVENIDA 13-49","22305411","AMADO SALOMON FLORES PEREZ",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1325","00-01-9725-46","01-312","CIUDAD CAPITAL","ZONA 1","LICEO GIORDANO BRUNO","3A. AVENIDA 13-49","22305411","AMADO SALOMON FLORES PEREZ",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1326","00-01-9745-46","01-307","CIUDAD CAPITAL","ZONA 1","COLEGIO TECNICO RENOIR","3A. AVENIDA 6-10","79500597","NORMA ARACELY PALOMO FRANCO DE DIAZ",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1327","00-01-9773-46","01-403","CIUDAD CAPITAL","ZONA 1","INSTITUTO LICENCIADO GUILLERMO PUTZEYS ALVAREZ","11 CALLE 3-59","24637777","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1328","00-01-9780-46","01-403","CIUDAD CAPITAL","ZONA 1","COLEGIO VALVERDE NO.2","4A. AVENIDA 4-49","22093200","CARLOS HUMBERTO GONZALEZ DE LEON","SARA LIZBETH COLINDRES MILIAN","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1329","00-01-9781-46","01-627","CIUDAD CAPITAL","ZONA 1","LICEO GUATEMALTECO DE COMPUTACION","4A. AVENIDA 15-57","22326419","ISAURA AMPARO RECINOS CARRILLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1330","00-01-9788-46","01-318","CIUDAD CAPITAL","ZONA 1","COLEGIO VALVERDE NO.2","4A. AVENIDA 4-49","22093200","LESLIE AZUCENA MONZON TECUN",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1331","00-01-9789-46","01-318","CIUDAD CAPITAL","ZONA 1","COLEGIO VALVERDE NO.2","4A. AVENIDA 4-49","22093200","LESLIE AZUCENA MONZON TECUN",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1332","00-01-9790-46","01-318","CIUDAD CAPITAL","ZONA 1","COLEGIO VALVERDE NO.2","4A. AVENIDA 4-49","22093200","LESLIE AZUCENA MONZON TECUN","SARA LIZBETH COLINDRES MILIAN","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1333","00-01-9792-46","99-001","CIUDAD CAPITAL","ZONA 1","COLEGIO GUATEMALA","6A. AVENIDA",NA,"SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1334","00-01-9798-46","99-001","CIUDAD CAPITAL","ZONA 1","INSTITUTO GUATEMALA (GUATEMALA INSTITUTE)","11 CALLE 2-52, ZONA 1","22067425","SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1335","00-01-9803-46","99-001","CIUDAD CAPITAL","ZONA 1","INSTITUTO MODELO","CIUDAD GUATEMALA",NA,"SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO","ENMY GLANDYS SALAZAR AJSIJTUJ","DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1336","00-01-9804-46","99-001","CIUDAD CAPITAL","ZONA 1","LICEO PANAMERICANO","11 CALLE",NA,"SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1337","00-01-9814-46","01-317","CIUDAD CAPITAL","ZONA 1","CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW","1A. CALLE C 20-32, COLONIA LAS VICTORIAS","22510952","MARIANO DOMINGO ESTRADA TELETOR",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1338","00-01-9816-46","01-627","CIUDAD CAPITAL","ZONA 1","CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW","1A. CALLE C 20-32, COLONIA LAS VICTORIAS","22510952","ISAURA AMPARO RECINOS CARRILLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1339","00-01-9817-46","01-627","CIUDAD CAPITAL","ZONA 1","CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW","1A. CALLE C 20-32, COLONIA LAS VICTORIAS","22510952","ISAURA AMPARO RECINOS CARRILLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1340","00-01-9821-46","01-316","CIUDAD CAPITAL","ZONA 1","INSTITUTO TECNOLOGICO FRANCISCO MARROQUIN","8A. CALLE 0-30","22321894","CARLOS HUMBERTO GONZALEZ DE LEON",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1341","00-01-9825-46","01-307","CIUDAD CAPITAL","ZONA 1","LICEO VICTORIA Y LIBERTAD","8A. CALLE 0-23","22380700","NORMA ARACELY PALOMO FRANCO DE DIAZ",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1342","00-01-9829-46","99-001","CIUDAD CAPITAL","ZONA 1","LICEO PANAMERICANO","11 CALLE Y 6A. AVENIDA",NA,"SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1343","00-01-9830-46","99-001","CIUDAD CAPITAL","ZONA 1","COLEGIO SECRETARIAL GUATEMALTECO","5A. CALLE 0-26",NA,"SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","DOBLE","FIN DE SEMANA","GUATEMALA NORTE","5"
"1344","00-01-9831-46","99-001","CIUDAD CAPITAL","ZONA 1","LICEO JOSE DE SAN MARTIN","6A. AVENIDA 1-73",NA,"SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1345","00-01-9836-46","01-317","CIUDAD CAPITAL","ZONA 1","LICEO DE COMPUTACION SIGLO 21 NO.3","13 CALLE 9-60","57655184","MARIANO DOMINGO ESTRADA TELETOR",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","GUATEMALA NORTE","5"
"1346","00-01-9838-46","01-308","CIUDAD CAPITAL","ZONA 1","CENTRO EDUCATIVO 'REAL DEL BOSQUE'","15 CALLE 'A' 10-36","22322695","LEONEL AMILCAR RIOS FUENTES",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","GUATEMALA NORTE","5"
